serial,property,apartment,fwVer,fwVerTi,gain,up_ppk,dn_ppk,qual,tnormStddev
72380858,Westview Mobile Estates MHC,107,16185,314,35,525,530,100,76
72391210,Country Squire MHC,59B,16185,314,30,525,506,100,142
72379033,Ibiza Village2,13,17037,344,35,525,543,100,158
75368769,Parkwood,5194JASON,16022,260,20,525,550,100,
72381179,Ontario Place MHC,46,16185,314,30,524,523,100,204
75367183,Stafford MHC,525,363,219,32,524,562,100,
72720271,Kay Bee Mobile Villa MHP,17,16131,296,40,524,515,100,122
75367985,Lakeview MHC,10,362,209,18,524,321,100,
72391665,La Comunidad MHC,7,16022,260,35,524,511,100,
79460208,Broadway MHP DesMoines,10,17037,344,26,524,536,100,33
65822622,Forest at Sherman MHC,60,16185,314,30,523,563,100,118
79467005,Stafford MHC,345,16185,314,30,523,553,100,706
70268576,Coleman Village,120,16185,314,30,523,524,100,79
75360253,Kay Lou MHC,2622-M,17037,344,29,523,514,100,50
72723440,Roosevelt MHC,135,16131,296,20,523,513,100,39
72719794,North Ewing Townhomes,209,16185,314,35,523,534,100,119
75371516,Running Springs MHP,3,16185,314,20,522,522,100,65
72390667,Kay Lou MHC,2619-M,16131,296,25,522,481,100,52
79461180,The O in La Marque,22,17037,344,29,522,507,100,65
72714332,Wildwood Village MHC,18 ,362,209,34,522,551,100,
72721741,Estancia MHP,180,16185,314,40,522,575,100,98
75365740,Haven MHP,21,16131,296,55,522,540,100,317
77028910,Trans Canada,C12TC,362,209,28,521,546,100,
70271638,Rusk MHC,31,17037,344,32,521,515,100,46
70260375,Kingsbrook MHC,749EL,16022,260,39,521,502,100,
70266109,Mountaineer Village MHC,22,15085,254,25,521,555,100,
75368579,Roosevelt MHC,97,16131,296,25,521,542,100,44
72715032,Lake of the Pines Community Association,2251-CLR,16022,260,18,521,525,100,
75366870,Ibiza Village,20,17037,344,47,521,517,100,226
75364982,Oakwood MHP,95,16022,260,22,521,540,100,
77061465,Piney Park,35A,16185,314,25,520,517,100,58
70258684,High Street,11,16022,260,28,520,516,100,
75361145,Running Springs MHP,6,16185,314,30,520,510,100,59
70269962,La Comunidad MHC,111,16185,314,40,520,549,100,274
75360725,Stafford MHC,325,363,219,39,520,561,100,
70266083,La Comunidad MHC,44,16185,314,25,520,600,100,137
72715818,521 Melba Condominiums,102,16185,314,40,520,511,100,115
75367605,Roosevelt MHC,63,16131,296,30,520,507,100,98
72382540,Virginia Beach,231,17037,344,26,520,535,100,40
72389602,Stafford MHC,230,363,219,28,519,591,100,
72387424,Crystal Acres MHC,49,17032,344,32,519,521,100,164
70265523,La Comunidad MHC,69,16185,314,35,519,517,100,87
75373058,Pleasant Acres,38,17037,344,26,519,537,100,42
72723358,Country Edge MHC,416,362,209,41,518,464,100,
70272677,Paradise Village Cooperative MHC,14,15154,260,28,518,509,100,
75365674,Mill Creek Estates,630C,16131,296,35,518,535,100,109
75372753,Oaklawn Park HOA,3401SOC,15090,254,32,518,562,100,
75361467,Estancia MHP,172,15147,256,18,518,548,100,
70264526,Maple Run MHP,29,16131,296,45,517,512,100,189
72382698,Westview Mobile Estates MHC,207,362,209,18,517,572,100,
75374486,Estancia MHP,45,16185,314,45,517,517,100,207
75368744,Kingsbrook MHC,578MI,16131,296,40,517,546,100,143
65824610,Maple Run MHC,38,362,209,18,516,531,100,
70268378,Piney Park,6,16185,314,25,516,522,100,57
70263734,Parkwood,5210JUSTIN,16022,260,26,516,509,100,
72378530,Stafford MHC,294,17037,344,38,516,503,100,140
70265770,Ibiza Village2,18,17037,344,44,516,498,100,159
72715859,Kay Bee Mobile Villa MHP,75,16131,296,25,516,573,66,8409
75372266,Roosevelt MHC,73,17037,344,41,516,509,100,86
75370187,Mill Creek Estates,323S,363,219,17,516,557,100,
75373504,Pleasant Acres,7,16185,314,25,516,509,100,57
77055707,Oaklawn Park HOA,3448SOC,15090,254,22,515,533,100,
70263940,High Street,13,15147,256,28,515,544,100,
72713821,Eastwood Hills MHC,TR315,362,209,33,515,527,100,
75373785,Estancia MHP,121,15147,256,19,515,549,100,
75374460,Alta Vista MHC,33,17037,344,32,515,518,100,63
79462121,Rustic Acres MHC,38,17037,344,32,514,514,100,212
70266349,Roosevelt MHC,75,16185,314,25,514,515,100,30
72388166,Whispering Pines Mobile Estates,240,362,209,31,514,564,100,
72718457,Kay Bee Mobile Villa MHP,100,16131,296,35,514,506,100,84
75361574,Roosevelt MHC,112,17037,344,38,514,507,100,100
77061630,Maple Run MHC,142,362,209,21,514,538,100,
75360469,Oswego MHP,LOT25,17037,344,47,514,520,100,166
65830260,Trans Canada,F14TC,362,209,27,514,536,100,
72718424,Bishop 10th St Association,723101,16185,314,35,514,499,100,116
65829296,PW2,3396DONNA,16022,260,18,513,514,100,
77061739,Aurora MHC,109,16022,260,17,513,499,100,
72722848,Hillview MHC,JACKS-HOUSE,17037,344,29,513,541,100,200
79463111,Kay Bee Mobile Villa MHP,46,16131,296,30,513,510,100,62
65825963,Sara Drive MHP,1023,16131,296,50,513,512,100,316
75369858,Oaklawn Park HOA,2627EOC,15090,254,28,513,581,100,
70264575,Maple Run MHP,39,362,209,18,513,535,100,
75362895,Heritage Apartments,D4,16131,296,30,513,521,100,76
75365823,Oswego MHP,LOT36,17037,344,38,512,527,100,84
72384363,Stafford MHC,337,363,219,37,512,544,100,
72391178,La Comunidad MHC,25,16185,314,35,512,528,100,90
72390030,Virginia Beach,159,17037,344,26,512,513,100,41
65824925,Westview Mobile Estates MHC,222,362,209,23,511,508,100,
70258957,Aurora MHC,229,16130,296,35,511,530,100,74
70259674,Aurora MHC,130,16022,260,18,511,524,100,
72385527,Kay Lou MHC,700-R,16131,296,40,511,466,100,1556
72718671,Little Acres MHC,4,17037,344,35,511,520,100,135
72716162,Terrace on the Greens,21,362,209,23,511,528,100,
72716915,Freedom MHP,3,363,219,30,511,581,100,
70268683,Virginia Beach,177,17037,344,44,511,492,100,120
65828447,PW2,5190JOHN,16185,314,25,510,506,100,119
72389800,Stafford MHC,222,363,219,33,510,573,100,
70268659,Westview Mobile Estates MHC,115,16185,314,30,510,517,100,58
70262942,Lafountaine MHC,127CC,16131,296,20,510,541,100,165
72384421,Stafford MHC,377,16185,314,35,510,509,100,127
75365948,J&L MHP,1437,15154,260,19,510,555,100,
75370153,Oak Tree MHP,21,16131,296,35,510,511,100,198
77053520,Kingsbrook MHC,771EL,16131,296,35,509,499,100,84
70268535,Roosevelt MHC,72,16185,314,35,509,516,100,151
70262405,Parkway MHC,7,16022,260,25,509,528,100,
70269368,Pace East,58,16131,296,35,509,514,100,101
70264559,Aurora MHC,202,16022,260,18,509,496,100,
65831938,Estancia MHP,21,15147,256,29,509,514,100,
77058271,Holly Tree MHP,54,16185,314,30,508,484,100,89
72718333,Green Acres MHC,21,16022,260,34,508,502,100,
65826953,Aurora MHC,182,16131,296,40,508,512,100,151
65827340,Kingsbrook MHC,760MI,17037,344,32,508,491,100,84
70261811,Aurora MHC,76,16022,260,35,508,487,100,
70268030,Kingsbrook MHC,104AB,16131,296,35,508,536,100,224
72388703,Lafountaine MHC,101PV,16131,296,25,508,538,100,1733
72721170,Parker MHC,24,362,209,32,508,536,100,
70273642,Paradise Village Cooperative MHC,11,15154,260,22,508,500,100,
65831011,Parkway MHC,38,16022,260,41,507,511,100,
77029751,Pleasant Acres,1,16185,314,20,507,530,100,27
77058693,Maple Run MHP,90,362,209,28,507,537,100,
77028563,Maple Run MHP,54,362,209,18,507,544,100,
77059030,Coleman Village,105,16185,314,20,507,502,100,96
72387143,Carolina Springs MHP,CSP27-1714-GIBSONST,16131,296,20,507,494,100,62
65826797,PW2,5206JOHN,16022,260,22,506,498,100,
77041913,The Oaks MHC,13,16131,296,35,506,506,100,98
70273485,PW2,3111CINDY,16185,314,20,506,521,100,79
70273386,Coleman Village,112,15154,260,18,506,500,100,
72382623,Stafford MHC,138,363,219,30,506,583,100,
72390261,Stafford MHC,572,16185,314,40,506,567,100,90
72716246,Oaklawn Park HOA,3322SOC,15090,254,30,506,556,100,
72717665,Kay Bee Mobile Villa MHP,3,16131,296,25,506,510,100,134
75374270,Roosevelt MHC,71,16185,314,40,506,475,100,72
77058255,Browns MHP,33,15154,260,30,505,488,100,
75363489,Hydetown Mobile Estates,10,15091,255,18,505,548,100,
72382128,Alta Vista MHC,48,16185,314,20,505,516,100,48
72387796,Sunnyvale MHP,124,362,209,22,505,524,100,
75372787,Broken Arrow MHP,6115-198TH-ST,16131,296,35,505,494,100,58
72720503,Azulejo,501,17037,344,44,504,429,100,222
65825740,PW2,5205JASON,16185,314,30,503,515,100,68
72721659,Ponderosa MHC,43,17037,344,29,503,517,100,372
70264815,PW2,5214JUSTIN,16185,314,50,503,511,100,244
75361855,Highlands MHC,8A,16185,314,30,503,516,100,291
72722319,Eastwood Hills MHC,TR328,362,209,29,503,536,100,
70261704,Coleman Village,168,15154,260,30,503,488,100,
65824511,Estancia MHP,135,16128,295,40,503,510,100,172
72380668,Carolina Springs MHP,CSP141-1831-BLAKEST,362,209,18,502,558,100,
65826268,Sara Drive MHP,1026,362,209,33,502,542,100,
75374833,Highlands MHC,6A,362,209,29,502,531,100,
65829122,Parkview MHP,64,16130,296,25,502,485,100,108
72381682,Whispering Pines Mobile Estates,224,16131,296,30,502,496,100,54
79461172,Backcountry MHC,3,15154,260,18,501,512,100,
72386327,Stafford MHC,569,16022,260,25,501,516,100,
75372647,High Street,22,16022,260,32,501,517,100,
72389693,Stafford MHC,554,16131,296,30,501,471,100,138
75369601,Grand Central MHP,4,15090,254,29,501,528,100,
72723655,Estancia MHP,14,15147,256,34,501,541,100,
72389669,Westview Mobile Estates MHC,225,16185,314,25,500,522,100,55
77061168,Canada,C9TC,362,209,22,500,563,100,
72378654,Pace East,26,16131,296,50,500,494,100,262
72392044,Carolina Springs MHP,CSP134-1851-BLAKEST,362,209,17,499,547,66,
72392523,Parkview MHP,41,17037,344,35,499,484,100,295
75368074,Roosevelt MHC,8,16185,314,35,499,513,100,130
72380841,Canada,F10TC,16185,314,45,498,529,100,190
77058438,Kingsbrook MHC,759EL,16022,260,26,498,509,66,
70273311,Maple Run MHP,40,362,209,18,498,522,66,
70260607,Coleman Village,154,15154,260,27,498,496,66,
72718432,Eastwood Hills MHC,EH208A ,362,209,26,498,527,66,
72721113,Eastwood Hills MHC,EH65,362,209,36,498,515,66,
75372894,Oaklawn Park HOA,2624EOD,15090,254,22,498,545,66,
65824461,Coleman Village MHC,159,16185,314,20,498,509,100,37
77057976,Oaklawn Park HOA,3348SOC,15090,254,31,497,532,66,
70260300,Lakeroad Village RV Park,26,16022,260,38,497,494,66,
77059998,Maple Run MHP,138,362,209,23,497,513,66,
72379157,Whispering Pines Mobile Estates,301,362,209,17,497,531,66,
72384553,Carolina Springs MHP,CSP142-1829-BLAKEST,362,209,25,497,546,66,
72382136,Coleman Village MHC,135,15154,260,24,497,497,66,
65823596,Alta Vista MHC,38,363,219,23,496,557,66,
65827043,Eastwood Hills MHC,EH98,362,209,38,496,515,66,
65830096,Parkway MHC,5,16022,260,18,496,491,66,
72717822,Azulejo,1202,362,209,29,496,482,66,
70263031,Azulejo,301,362,209,31,496,540,66,
70265382,Oaklawn Park HOA,3557SOC,15090,254,32,496,510,66,
70258494,PW2,5201JOHN,16022,260,18,496,504,66,
72389081,The Oaks MHC,29,16131,296,20,496,506,100,63
70258874,Backwater MHC,15,17037,344,44,496,507,100,169
72720339,Wildwood Estates MHC,25,16185,314,35,496,502,100,321
75371714,Roosevelt MHC,4,16131,296,35,496,489,100,89
75369536,Oaklawn Park HOA,3450SOC,15090,254,18,496,536,66,
65830666,Estancia MHP,103,16185,314,35,495,497,100,106
72718606,Azulejo,1302,362,0,0,495,565,0,
70263171,Maple Run MHP,15,16022,260,40,495,510,66,
77058453,Canada,C3TC,362,209,21,495,535,66,
72392119,Stafford MHC,250,363,219,35,495,537,66,
72722517,Hillview MHC,24,16185,314,30,495,475,100,66
72723945,Estancia MHP,106,16185,314,20,495,466,100,94
72723234,Hydetown Mobile Estates,13,15091,255,18,495,539,66,
72390725,Backwater MHC,26-1OF2,17032,344,38,495,494,100,106
77057950,Kingsbrook MHC,806HU,16131,296,30,494,499,100,55
72392093,Carolina Springs MHP,CSP136-1843-BLAKEST,362,209,27,494,561,66,
75370245,Highlands MHC,15A,362,209,18,494,548,66,
72715313,Eastwood Hills MHC,EH33,362,209,22,494,524,66,
65830245,The Oaks MHC,5,16131,296,35,493,489,100,97
70270143,The Oaks MHC,33,16131,296,30,493,501,100,60
72385287,Canada,LVA9,362,209,30,493,507,66,
72380981,Carolina Springs MHP,CSP107-391-RIDGELINECT,362,209,18,493,538,66,
72391376,Grand Central MHP,12,16185,314,45,493,499,100,410
72714035,Eastwood Hills MHC,TR327,16185,314,35,493,481,100,341
72391400,Whispering Pines Mobile Estates,511,362,209,28,493,502,66,
75369213,Oakwood MHP,80,16022,260,18,493,494,66,
65830526,176 N Highland Ave,FIRSTNORTH,16022,260,22,492,498,66,
77029488,Pleasant Acres,30,16185,314,20,492,488,100,79
75364594,Paradise Village Cooperative MHC,37,15154,260,18,492,511,66,
70261712,Roosevelt MHC,93-A,16185,314,25,492,484,100,50
72386699,Westview Mobile Estates MHC,33,362,209,27,492,553,66,
72378233,Canada,F15TC,362,209,27,492,545,66,
72723838,Roosevelt MHC,M,16131,296,35,492,521,100,103
75371821,Stafford MHC,361,363,219,18,492,287,66,
65823315,Oakwood MHP,35,16022,260,18,491,507,66,
77028613,Aurora MHC,50,16022,260,17,491,483,66,
77029553,Aurora MHC,99,16022,260,29,491,496,66,
72384280,Highland Terrace,53,16185,314,55,491,524,100,454
72723325,Oak Grove MHC,100,362,209,35,490,508,66,
70264690,Aurora MHC,107,16022,260,23,490,487,66,
72715750,Paradise Village Cooperative MHC,8,15154,260,40,490,481,66,
75360246,Heritage Apartments,E6,16131,296,30,490,526,100,185
65822598,Forest at Sherman MHC,86,16185,314,25,489,498,100,42
70261423,Estancia MHP,46,15147,256,29,489,474,66,
75373967,Ponderosa MHC,31,17037,344,35,489,493,100,78
75365765,Parkwood,3247MARY,16022,260,29,489,498,66,
75374445,Parkwood,3398DONNA,16022,260,18,489,505,66,
72717749,Bishop 10th St Association,723105,16185,314,35,489,490,100,95
75365203,Johnson's Trailer Park,7,17037,344,32,488,504,100,93
77056143,Alta Vista MHC,27,16131,296,30,488,506,100,55
77061036,The Oaks MHC,27,16131,296,20,488,480,100,49
79460521,Blue Sky Village MHC,15,15154,260,27,488,497,66,
70273600,Westview Mobile Estates MHC,118,17037,344,35,488,507,100,125
70262363,Ontario Place MHC,25,16022,260,32,488,457,66,
75372357,Oaklawn Park HOA,2647EOD,15090,254,23,488,516,66,
72717988,Azulejo,1204,16131,296,20,487,496,100,41
65822051,Kingsbrook MHC,2602T,16131,296,40,487,492,100,73
70270135,Maple Run MHP,35,362,209,33,487,509,66,
72384025,La Comunidad MHC,128,362,209,37,487,521,66,
72723085,Roosevelt MHC,27,17037,344,38,487,490,100,88
70266406,Whispering Pines Mobile Estates,208,362,209,18,487,510,66,
79455257,Fair Meadows MHC,247,16022,260,18,487,489,66,
72381658,The Oaks MHC,26,16131,296,25,487,480,100,87
72383472,Virginia Beach,250,17037,344,26,487,514,100,36
65821970,Estancia MHP,52,15147,256,33,486,513,66,
70272115,Aurora MHC,63,16022,260,30,486,484,66,
75374395,Paradise Village Cooperative MHC,17,15154,260,22,486,504,66,
72388802,Pace East,15,16131,296,25,486,482,100,46
70269160,Crystal Acres MHC,22,17037,344,32,486,503,100,39
72390378,Canada,LVA3,16022,260,33,485,477,66,
72383357,Stafford MHC,513,363,219,32,485,495,66,
72722731,Eastwood Hills MHC,TR304,16022,260,35,485,474,66,
75370278,Roosevelt MHC,39,16131,296,30,485,460,100,58
75362309,Oaklawn Park HOA,3351SOC,15090,254,30,485,538,66,
65831342,Alta Vista MHC,29,16131,296,40,485,514,100,127
72723689,Shelby's Trailer Park,LOT34,16131,296,30,484,474,100,84
72391632,East Barre MHP,7,362,209,18,484,507,66,
72717558,Parker MHC,7,16185,314,35,484,516,100,151
75368090,Roosevelt MHC,14,16185,314,25,484,478,100,33
79454417,Oswego MHP,LOT21,17037,344,47,484,494,100,170
75370625,Riverview Apartments MF,APT1,17037,344,41,484,527,100,129
65829940,Oaklawn Park HOA,3327SOC,15090,254,30,483,498,66,
70267131,Aurora MHC,110,16022,260,37,483,503,66,
70264344,Maple Run MHP,25,362,209,35,483,560,66,
70259237,Whispering Pines Mobile Estates,923,362,209,18,483,522,66,
72717947,Wildwood Estates MHC,30,17037,344,32,483,506,100,39
72378936,Whispering Pines Mobile Estates,313,362,209,18,483,550,66,
72719075,Azulejo,1503,362,209,35,482,526,66,
70264179,Aurora MHC,248,16022,260,21,482,483,66,
72714175,Azulejo,1301,362,209,25,482,509,66,
75374676,Mill Creek Estates,615C,363,219,23,482,510,66,
75366433,Stafford MHC,234,16185,314,35,481,497,100,217
77056986,Downtown Metro,200,362,209,39,481,516,66,
77053421,Canada,A15TC,362,209,18,481,532,66,
72390949,Maple Run MHP,119,362,209,18,481,521,66,
70265267,La Comunidad MHC,28B,16185,314,35,481,484,100,148
65826011,Fair Meadows MHC,115,16022,260,37,480,488,66,
77058487,Oak Forest Estate MHC,11,17037,344,29,480,497,100,56
70259930,Coleman Village,166,15154,260,18,480,493,66,
72717186,Kachina,19-309A,16131,296,35,480,492,100,101
70271653,Kay Bee Mobile Villa MHP,103,16131,296,30,480,474,100,98
72717533,Crystal Acres MHC,46,17037,344,41,479,480,100,106
77056010,Hydetown Mobile Estates,33,15091,255,24,479,508,66,
70259708,Green Grove Trailer Court MHC,30,16131,296,35,479,483,100,186
72384843,Carolina Springs MHP,CSP46-1757-GIBSONST,362,209,24,479,518,66,
75370203,Oaklawn Park HOA,3445SOC,15090,254,18,479,512,66,
72724166,Estancia MHP,169,15147,256,35,479,502,66,
75364545,Heritage Apartments,A7,16131,296,30,479,475,100,122
77054163,Aurora MHC,179,16022,260,30,478,480,66,
77028852,Kingsbrook MHC,759AS,16131,296,35,478,469,100,71
72379553,Rusk MHC,18,17037,344,35,478,433,100,216
72715412,Kay Bee Mobile Villa MHP,31,16131,296,25,478,426,100,122
79462006,Virginia Beach,155,17037,344,26,478,480,100,38
77052134,Westview Mobile Estates MHC,230,362,209,37,477,514,66,
72382615,Westview Mobile Estates MHC,16,16185,314,25,477,486,100,281
72386848,Whispering Pines Mobile Estates,219,362,209,17,477,549,66,
70272776,Whispering Pines Mobile Estates,101,362,209,17,477,500,66,
70262157,Carolina Springs MHP,CSP84-1728-GILMOREST,16131,296,25,477,492,100,91
75370880,Roosevelt MHC,119,16185,314,40,477,495,100,107
75369452,Heritage Apartments,B7,16131,296,25,477,489,100,134
75368348,Running Springs MHP,9,17037,344,38,476,472,100,285
72379363,La Comunidad MHC,15,16185,314,40,476,472,100,207
72382193,Virginia Beach,25,17037,344,35,476,492,100,66
75368165,Oakwood MHP,17,16022,260,30,476,487,66,
65824321,Parkview MHP,C62,16130,296,20,476,464,100,38
72388422,Westview Mobile Estates MHC,228,362,209,32,475,497,66,
75367233,Oaklawn Park HOA,3421SOC,15090,254,26,475,489,66,
75368124,Oaklawn Park HOA,3352SOC,15090,254,19,475,504,66,
70270119,Coleman Village,152,15154,260,18,475,473,66,
65829205,Forest at Sherman MHC,2,16185,314,40,474,467,100,159
70259260,Carolina Springs MHP,CSP98-1733-GILMOREST,362,209,29,474,506,66,
75373793,Freedom MHP,52,363,219,32,474,491,66,
72716873,Eastwood Hills MHC,EH13,362,209,41,474,521,66,
75363109,Oaklawn Park HOA,3529SOC,15090,254,23,474,516,66,
70267297,Maple Run MHP,55,362,209,18,474,477,66,
79467062,Lakeview MHC,5,362,209,17,474,317,66,
65822424,Lakeview MHC,13,362,209,30,473,500,66,
65824776,Oaklawn Park HOA,2625EOC,15090,254,18,473,467,66,
77028746,Sky Run,3,16131,296,20,473,478,100,36
77054296,Kingsbrook MHC,795FA,16131,296,30,473,482,100,61
75371011,Coleman Village MHC,110,15154,260,18,473,459,66,
70263742,Aurora MHC,194,16022,260,41,473,489,66,
70265507,Sunnyvale MHP,132,362,209,22,473,504,66,
70272339,Paradise Village Cooperative MHC,19,15154,260,23,473,488,66,
70273345,Aurora MHC,67,16022,260,26,473,475,66,
79460224,Alta Vista MHC,52,363,219,25,473,275,66,
77041772,Estancia MHP,58,15147,256,18,472,523,66,
77036905,Sara Drive MHP,1018,362,209,26,472,517,66,
79458517,Paola MHC,22,16185,314,30,472,485,100,64
72392358,The Oaks MHC,32,16131,296,20,472,469,100,38
70262298,Ontario Place MHC,42,17037,344,35,472,460,100,129
72383977,La Comunidad MHC,13,16185,314,30,472,453,100,307
72387473,Green Acres MHC,25,362,209,30,472,496,66,
75372126,Oaklawn Park HOA,3432SOC,15090,254,22,472,501,66,
75370781,Oaklawn Park HOA,3334SOC,15090,254,30,472,511,66,
75360212,Heritage Apartments,E7,16131,296,30,472,503,100,71
65830393,PW2,5192JASON,16185,314,55,471,452,100,425
77057919,Sky Run,18,16131,296,30,471,461,100,62
70263312,Aurora MHC,259,16022,260,22,471,484,66,
70258734,Estancia MHP,143,15147,256,31,471,500,66,
72380072,Lafountaine MHC,102HT,16131,296,30,471,463,100,369
75365617,Highlands MHC,16A,362,209,22,471,506,66,
72379041,Flower Mound MHC,36,362,209,41,471,499,66,
70265499,La Comunidad MHC,50B,16185,314,45,471,473,100,177
